name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,airport_confidence_pct,airport_error,airport_nearest_iata,airport_nearest_icao,airport_nearest_latitude,airport_nearest_longitude,airport_nearest_name,airport_reasoning,driving_confidence_pct,driving_error,driving_km_to_airport,driving_reasoning,driving_time_minutes_to_airport,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_in_city_or_nearby,hospital_reasoning,nearest_hospital_km
Poisy,FR,45.92142,6.06356,6399,513.0,1683.1,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,4.118,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.063560,45.921420;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",5.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.25 km,2.25
Schlanders - Silandro,IT,46.6280688,10.7734765,6371,721.0,2365.5,,,osm,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,60.921,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.773476,46.628069;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",60.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.39 km),0.39
Hörbranz,AT,47.55,9.75,6346,414.0,1358.3,opentopo,0.9,geonames,0.0,90,,FDH,EDNY,47.671299,9.51149,Friedrichshafen Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,30.383,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.750000,47.550000;9.511490,47.671299?overview=false&annotations=duration,distance&alternatives=false",27.6,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.18 km,5.18
Grassau,DE,47.78099,12.45359,6323,536.0,1758.5,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,51.945,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.453590,47.780990;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",38.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.64 km,3.64
Gières,FR,45.17997,5.78935,6299,229.0,751.3,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,55.909,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.789350,45.179970;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",44.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.23 km,2.23
Trissino,IT,45.55994,11.37678,6255,118.0,387.1,opentopo,0.9,geonames,0.0,90,,VRN,LIPX,45.394955,10.887303,Verona Villafranca Valerio Catullo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,62.959,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.376780,45.559940;10.887303,45.394955?overview=false&annotations=duration,distance&alternatives=false",59.7,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.61 km),0.61
Vill'Albese,IT,45.79684,9.18859,6242,402.0,1318.9,open_elevation,0.85,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,45.577,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.188590,45.796840;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",47.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.67 km,3.67
Caneva,IT,45.97078,12.45261,6224,36.0,118.1,opentopo,0.9,geonames,0.0,90,,VCE,LIPZ,45.505299,12.3519,Venice Marco Polo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,70.513,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.452610,45.970780;12.351900,45.505299?overview=false&annotations=duration,distance&alternatives=false",53.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.95 km,3.95
Villa d'Almè,IT,45.74843,9.61702,6208,309.0,1013.8,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,13.836,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.617020,45.748430;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",20.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.19 km,5.19
Caldaro sulla Strada del Vino,IT,46.41326,11.24616,6183,428.0,1404.2,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,14.366,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.246160,46.413260;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",20.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 10.68 km,10.68
Sarnico,IT,45.67099,9.96152,6177,200.0,656.2,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,28.422,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.961520,45.670990;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",28.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.59 km),0.59
Gmund am Tegernsee,DE,47.75119,11.7381,6086,744.0,2440.9,opentopo,0.9,geonames,0.0,90,,MUC,EDDM,48.353802,11.7861,Munich Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,87.115,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.738100,47.751190;11.786100,48.353802?overview=false&annotations=duration,distance&alternatives=false",59.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.91 km,6.91
Tittmoning,AT,48.06164,12.7676,6084,386.0,1266.4,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,41.514,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.767600,48.061640;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",40.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 13.04 km,13.04
Rives,FR,45.35326,5.50084,6067,393.0,1289.4,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,15.253,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.500840,45.353260;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",15.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.11 km),0.11
Gloggnitz,AT,47.6757858,15.9374085,6062,449.0,1473.1,opentopo,0.9,osm,0.0,90,,VIE,LOWW,48.110298,16.5697,Vienna International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,94.092,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.937409,47.675786;16.569700,48.110298?overview=false&annotations=duration,distance&alternatives=false",70.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 11.31 km,11.31
Thônes,FR,45.88123,6.32572,6032,628.0,2060.4,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,26.104,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.325720,45.881230;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",27.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 15.50 km,15.5
Pollau,AT,47.3,15.83333,6014,414.0,1358.3,opentopo,0.9,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,61.88,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.833330,47.300000;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",52.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 10.47 km,10.47
Vétraz-Monthoux,FR,46.1743,6.25852,5991,495.0,1624.0,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,48.185,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.258520,46.174300;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",40.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.07 km),1.07
San Michele,IT,46.45472,11.26178,5967,407.0,1335.3,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,9.878,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.261780,46.454720;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",15.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.14 km,6.14
Albavilla,IT,45.80038,9.18504,5938,423.0,1387.8,opentopo,0.9,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,45.508,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.185040,45.800380;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",47.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.68 km,3.68
Ranica,IT,45.72328,9.71335,5920,288.0,944.9,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,8.341,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.713350,45.723280;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",12.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.77 km),1.77
Cortina d'Ampezzo,AT,46.5369,12.13903,5423,1210.0,3969.8,opentopo,0.9,geonames,0.0,90,,TSF,LIPH,45.648399,12.1944,Treviso Antonio Canova Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,131.073,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.139030,46.536900;12.194400,45.648399?overview=false&annotations=duration,distance&alternatives=false",110.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.03 km),2.03
Cles,IT,46.36294,11.03276,5903,668.0,2191.6,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,53.434,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.032760,46.362940;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",58.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.23 km),0.23
Reignier-Ésery,FR,46.13333,6.26667,5892,487.0,1597.8,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,38.769,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.266670,46.133330;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",30.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.25 km,4.25
Marignier,FR,46.09014,6.50004,5883,474.0,1555.1,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,55.775,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.500040,46.090140;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",41.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.73 km,6.73
Saint-Gervais-les-Bains,FR,45.89126,6.71678,5882,927.0,3041.3,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,88.305,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.716780,45.891260;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",64.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.53 km),2.53
Kirchbichl,AT,47.51743,12.09629,5855,523.0,1715.9,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,72.843,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.096290,47.517430;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",57.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.21 km,7.21
Micheldorf in Oberösterreich,AT,47.87764,14.13357,5854,458.0,1502.6,open_elevation,0.85,geonames,0.0,90,,LNZ,LOWL,48.2332,14.1875,Linz-Hörsching Airport / Vogler Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,55.495,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.133570,47.877640;14.187500,48.233200?overview=false&annotations=duration,distance&alternatives=false",46.6,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.50 km,3.5
Breitenfurt bei Wien,AT,48.13333,16.15,5853,379.0,1243.4,open_elevation,0.85,geonames,0.0,90,,VIE,LOWW,48.110298,16.5697,Vienna International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,38.953,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/16.150000,48.133330;16.569700,48.110298?overview=false&annotations=duration,distance&alternatives=false",48.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 9.26 km,9.26
Setteville,IT,45.92125,11.93109,5820,269.0,882.5,opentopo,0.9,geonames,0.0,90,,TSF,LIPH,45.648399,12.1944,Treviso Antonio Canova Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,45.384,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.931090,45.921250;12.194400,45.648399?overview=false&annotations=duration,distance&alternatives=false",57.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.03 km,5.03
Kirchenviertel,AT,47.13124,15.34764,5791,377.0,1236.9,open_elevation,0.85,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,24.05,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.347640,47.131240;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",21.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.71 km,3.71
Sterzing - Vipiteno,IT,46.8963235,11.4319398,5785,948.0,3110.2,,,osm,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,58.734,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.431940,46.896324;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",50.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.51 km),0.51
Amras,AT,47.25,11.41667,5771,730.0,2395.0,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,9.738,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.416670,47.250000;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",8.2,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.63 km,2.63
Lochau,AT,47.53333,9.75,5747,421.0,1381.2,open_elevation,0.85,geonames,0.0,90,,FDH,EDNY,47.671299,9.51149,Friedrichshafen Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,30.655,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.750000,47.533330;9.511490,47.671299?overview=false&annotations=duration,distance&alternatives=false",28.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.03 km,4.03
Tacherting,DE,48.07825,12.57008,5704,476.0,1561.7,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,67.283,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.570080,48.078250;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",60.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.77 km,5.77
Zogno,IT,45.79378,9.65992,5694,351.0,1151.6,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,22.011,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.659920,45.793780;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",29.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.15 km),0.15
Almenno San Salvatore,IT,45.74971,9.59699,5670,293.0,961.3,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,16.229,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.596990,45.749710;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",22.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.60 km,5.6
Brannenburg,DE,47.73996,12.09166,5646,520.0,1706.0,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,85.8,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.091660,47.739960;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",56.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.10 km),0.1
Blaichach,DE,47.54208,10.25846,5625,722.0,2368.8,opentopo,0.9,geonames,0.0,90,,FMM,EDJA,47.988800048799995,10.2395000458,Memmingen Allgau Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,74.045,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.258460,47.542080;10.239500,47.988800?overview=false&annotations=duration,distance&alternatives=false",53.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.18 km,3.18
Airali,IT,44.8167,7.25157,5619,477.0,1565.0,open_elevation,0.85,geonames,0.0,90,,CUF,LIMZ,44.547001,7.62322,Cuneo International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,51.176,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.251570,44.816700;7.623220,44.547001?overview=false&annotations=duration,distance&alternatives=false",58.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.63 km,3.63
Susa,IT,45.13677,7.05809,5596,484.0,1587.9,opentopo,0.9,geonames,0.0,90,,TRN,LIMF,45.200802,7.64963,Turin Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,66.1,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.058090,45.136770;7.649630,45.200802?overview=false&annotations=duration,distance&alternatives=false",54.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.56 km),0.56
Saint-Martin-le-Vinoux,FR,45.20297,5.7163,5589,251.0,823.5,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,44.305,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.716300,45.202970;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",34.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.74 km),1.74
Saint-Jorioz,FR,45.83074,6.15792,5571,476.0,1561.7,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,17.151,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.157920,45.830740;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",21.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.65 km,7.65
Tavernerio,IT,45.80068,9.14054,5569,418.0,1371.4,opentopo,0.9,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,40.837,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.140540,45.800680;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",44.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.96 km,2.96
Kindberg,AT,47.5,15.45,5197,589.0,1932.4,open_elevation,0.85,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,82.837,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.450000,47.500000;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",62.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.60 km,5.6
Gandino,IT,45.81088,9.89767,5541,529.0,1735.6,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,28.011,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.897670,45.810880;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",32.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.85 km,3.85
Publier,FR,46.38773,6.54356,5525,481.0,1578.1,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,84.229,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.543560,46.387730;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",71.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.02 km,3.02
Valle Aurina - Ahrntal,IT,46.99623,11.97988,5517,1061.0,3481.0,opentopo,0.9,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,107.942,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.979880,46.996230;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",103.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 22.08 km,22.08
Deuchendorf,AT,47.46593,15.32172,5507,544.0,1784.8,open_elevation,0.85,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,74.044,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.321720,47.465930;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",58.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.94 km,4.94
Cumiana,IT,44.97629,7.37761,5498,350.0,1148.3,opentopo,0.9,geonames,0.0,90,,TRN,LIMF,45.200802,7.64963,Turin Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,50.069,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.377610,44.976290;7.649630,45.200802?overview=false&annotations=duration,distance&alternatives=false",52.2,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.61 km,2.61
Judendorf,AT,47.4,15.1,5475,673.0,2208.0,open_elevation,0.85,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,78.953,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.100000,47.400000;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",60.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.46 km),2.46
Völkendorf,AT,46.60806,13.83153,5474,515.0,1689.6,opentopo,0.9,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,44.396,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.831530,46.608060;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",40.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.16 km),2.16
Fischbachau,DE,47.71952,11.95081,5471,774.0,2539.4,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,98.197,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.950810,47.719520;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",67.6,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 8.77 km,8.77
